Edad,Sexo,Carrera,Escala,Costo,Antigüedad,Marca,Tipo,RAM,Tiempo de uso,Factor importante,Publicidad,Sistema operativo,Satisfacción
20,Masculino,Ingeniería,D,5000,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,Rendimiento,Algo Influenciado,Windows,Súper satisfecho
25,Femenino,Ciencias de la Salud,B,3000,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Precio, Portabilidad",Neutral,Windows,Algo satisfecho
25,Masculino,Ingeniería,C,3000,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,3:00:00,"Precio, Marca, Rendimiento",Neutral,Windows,Súper satisfecho
19,Masculino,Transporte y Logística,B,3200,0 (Menos de 1 año),HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,6:00:00,"Marca, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
21,Femenino,Artes,C,2300,3,Asus,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,6:00:00,"Oferta, Rendimiento, Estética",Neutral,Windows,Algo satisfecho
20,Masculino,Ciencias de la Salud,C,30000,1,Dell,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",64 GB,10:00:00,"Precio, Marca, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
22,Femenino,Ciencias Económicas y Empresariales,A,3500,4,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,12:00:00,"Precio, Marca, Portabilidad",Nada influenciado,MacOS,Algo satisfecho
22,Femenino,Ciencias Económicas y Empresariales,B,2100,0 (Menos de 1 año),HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,4:00:00,"Portabilidad, Estética",Muy influenciado,Windows,Súper satisfecho
21,Masculino,Ingeniería,A,9759.1,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,7:42:12,"Rendimiento, Estética",Neutral,Windows,Súper satisfecho
20,Masculino,Ciencias Económicas y Empresariales,A,2290,4,Apple,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,3:30:00,Marca,Poco influenciado,MacOS,Algo satisfecho
20,Femenino,Ingeniería,C,2800,2,HP,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",32 GB,12:00:00,"Recomendación, Rendimiento",Muy influenciado,Windows,Algo satisfecho
20,Femenino,Ciencias Sociales,A,4000,2,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",245 gb,8:00:00,"Marca, Rendimiento, Estética",Algo Influenciado,MacOS,Súper satisfecho
21,Masculino,Arquitectura,C,3700,5,HP,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",12 GB,0:57:42,"Precio, Marca, Rendimiento, Estética",Algo Influenciado,Windows,Algo satisfecho
21,Masculino,Computación,E,6600,0 (Menos de 1 año),Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,18:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Muy influenciado,Linux,Súper satisfecho
19,Masculino,Ingeniería,B,4299.9,2,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,4:00:01,"Recomendación, Rendimiento",Nada influenciado,Windows,Súper satisfecho
23,Masculino,Ingeniería,B,2600,1,Huaweii,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",8 GB,2:00:00,"Marca, Estética",Muy influenciado,Linux,Muy insatisfecho
17,Masculino,Derecho y Ciencias Jurídicas,C,2345.68,0 (Menos de 1 año),Lenovo,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",32 GB,9:30:02,Precio,Muy influenciado,Windows,Súper satisfecho
21,Masculino,Computación,B,4100,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,7:37:21,"Oferta, Marca, Recomendación, Portabilidad",Neutral,Windows,Súper satisfecho
17,Femenino,Humanidades o Letras,D,1399.9,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:30:00,"Precio, Marca, Recomendación, Portabilidad, Estética",Neutral,Windows,Súper satisfecho
21,Masculino,Ingeniería,B,4000,2,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:00:00,Rendimiento,Algo Influenciado,Windows,Algo satisfecho
24,Masculino,Ciencias Económicas y Empresariales,D,500,5,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,4:30:21,Precio,Nada influenciado,Windows,Muy insatisfecho
18,Masculino,Computación,C,4500,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:00:00,"Precio, Rendimiento, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
19,Femenino,Computación,D,2.5,1,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:30:00,"Precio, Marca, Rendimiento",Neutral,Windows,Neutral
25,Masculino,Computación,D,4800,3,Huaweii,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",32 GB,8:30:00,"Oferta, Recomendación, Portabilidad",Algo Influenciado,Windows,Poco satisfecho
22,Masculino,Ingeniería,A,5600,3,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,8:00:00,Marca,Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Computación,A,2499.9,0 (Menos de 1 año),Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",32 GB,10:00:00,"Precio, Marca, Recomendación, Rendimiento, Estética",Neutral,Linux,Súper satisfecho
18,Masculino,Arquitectura,C,5930,1,Dell,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,18:00:00,Rendimiento,Neutral,Windows,Súper satisfecho
25,Masculino,Ingeniería,E,9999,3,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:12:23,"Rendimiento, Portabilidad",Nada influenciado,Windows,Súper satisfecho
31,Femenino,Ciencias de la Salud,D,2300,2,HP,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",32 GB,3:10:00,Marca,Muy influenciado,Windows,Súper satisfecho
21,Femenino,Ciencias Sociales,E,2680.9,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,3:15:05,Marca,Algo Influenciado,Windows,Muy insatisfecho
21,Femenino,Ciencias de la Salud,E,3200,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:00:00,"Marca, Rendimiento, Estética",Poco influenciado,Windows,Algo satisfecho
20,Femenino,Humanidades o Letras,D,2200,2,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",64 GB,2:00:00,Recomendación,Neutral,Windows,Súper satisfecho
18,Femenino,Ciencias Económicas y Empresariales,A,3000,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",4 GB,15:00:00,Marca,Algo Influenciado,Windows,Poco satisfecho
19,Femenino,Ciencias de la Salud,E,2349,5,Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",8 GB,4:22:30,Recomendación,Algo Influenciado,Windows,Neutral
20,Femenino,Educación,A,5000,1,Lenovo,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",4 GB,1:00:00,Oferta,Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ciencias Sociales,E,2760,0 (Menos de 1 año),Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:00:00,"Oferta, Marca",Algo Influenciado,Windows,Súper satisfecho
23,Masculino,Ciencias Económicas y Empresariales,D,3999,4,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:30:42,"Marca, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
21,Masculino,Computación,C,2200,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:00:00,"Precio, Recomendación, Rendimiento",Neutral,Windows,Algo satisfecho
20,Femenino,Artes,E,4995,3,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",12 GB,5:00:00,Rendimiento,Muy influenciado,Windows,Algo satisfecho
22,Masculino,Ciencias Económicas y Empresariales,D,2000,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:00:00,Oferta,Neutral,Windows,Algo satisfecho
19,Masculino,Ciencias Económicas y Empresariales,B,2500,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:24:10,Precio,Nada influenciado,Windows,Algo satisfecho
21,Femenino,Ingeniería,E,1700,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:30:00,Precio,Neutral,Windows,Neutral
19,Femenino,Ciencias de la Salud,E,3000,4,Microsoft,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,2:09:30,Rendimiento,Algo Influenciado,Windows,Neutral
17,Femenino,Ciencias de la Salud,D,2000,3,HP,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",16 GB,8:30:00,"Marca, Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
41 años,Masculino,Ciencias de la Salud,E,2895.9,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,2:50:20,Precio,Muy influenciado,Windows,Neutral
18,Masculino,Ciencias Económicas y Empresariales,A,2100,1,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,6:00:00,"Precio, Marca, Recomendación, Rendimiento",Nada influenciado,Windows,Súper satisfecho
20,Masculino,Derecho y Ciencias Jurídicas,D,1899,2,Dell,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,4:00:00,"Precio, Oferta",Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,D,3999,2,HP,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",8 GB,4:00:00,"Recomendación, Rendimiento",Poco influenciado,Windows,Súper satisfecho
17,Femenino,Ingeniería,C,3000,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,6:20:40,"Recomendación, Rendimiento, Portabilidad, ",Neutral,Windows,Súper satisfecho
27,Masculino,Ingeniería,C,2599,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:30:00,"Precio, Marca, Rendimiento, Estética",Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,B,6500,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:30:00,"Precio, Marca, Recomendación, Rendimiento",Poco influenciado,Windows,Algo satisfecho
20,Femenino,Ingeniería,C,3200,2,Vicus,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",32 GB,9:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
20,Femenino,Ciencias de la Salud,C,3499.5,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",4 GB,1:00:00,Precio,Neutral,Windows,Súper satisfecho
20,Masculino,Computación,D,3206,2,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",256GB,8:40:00,"Precio, Marca, Rendimiento, Estética",Muy influenciado,Windows,Súper satisfecho
40,Femenino,Ciencias de la Salud,D,1899,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,10:00:00,Oferta,Muy influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,D,3499.99,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,7:30:00,"Precio, Oferta, Recomendación",Algo Influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,D,3400,4,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:30:00,"Precio, Marca, Recomendación, Rendimiento",Muy influenciado,Windows,Súper satisfecho
21,Masculino,Ingeniería,B,4500.99,1,Asus,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",12 GB,7:00:00,Rendimiento,Neutral,Windows,Muy insatisfecho
20,Femenino,Ingeniería,A,3599,2,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",8 GB,6:00:00,Estética,Neutral,MacOS,Súper satisfecho
18,Femenino,Computación,A,7500,5,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,4:30:00,"Marca, Rendimiento, Portabilidad",Muy influenciado,MacOS,Algo satisfecho
18,Masculino,Ingeniería,A,8000,5,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,6:30:00,Marca,Nada influenciado,MacOS,Súper satisfecho
29,Femenino,Ciencias de la Salud,C,2398.8,5,HP,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,0:02:00,Marca,Algo Influenciado,Windows,Súper satisfecho
19,Masculino,Humanidades o Letras,D,3700,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,"Oferta, Rendimiento, Portabilidad",Nada influenciado,Windows,Súper satisfecho
18,Femenino,Ciencias de la Salud,D,2169,2,HP,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,3:30:15,"Precio, Marca",Algo Influenciado,Windows,Algo satisfecho
20,Femenino,Ciencias Económicas y Empresariales,D,2500,3,HP,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,6:40:45,"Precio, Oferta, Recomendación",Algo Influenciado,Windows,Neutral
19,Masculino,Ciencias Económicas y Empresariales,C,2800,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:00:00,Recomendación,Neutral,Windows,Algo satisfecho
18,Femenino,Ciencias Económicas y Empresariales,D,2000,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,6:00:00,"Precio, Marca, Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,2500,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:45:00,"Oferta, Recomendación",Algo Influenciado,Windows,Neutral
19,Masculino,Derecho y Ciencias Jurídicas,C,3499.9,2,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:23:43,"Recomendación, Rendimiento, Estética",Algo Influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,C,2689.99,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,6:45:30,"Precio, Marca, Recomendación",Muy influenciado,Linux,Súper satisfecho
21,Masculino,Ingeniería,B,3699,2,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Estética",Nada influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,A,3999,0 (Menos de 1 año),HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,3:15:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Estética",Poco influenciado,Windows,Súper satisfecho
27,Masculino,Derecho y Ciencias Jurídicas,C,4000,3,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,8:00:00,"Marca, Rendimiento",Neutral,Windows,Súper satisfecho
18,Femenino,Ingeniería,A,1999.9,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:30:00,"Oferta, Marca",Poco influenciado,Windows,Neutral
35,Masculino,Ciencias de la Salud,C,2300,6,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:00:00,Rendimiento,Poco influenciado,Windows,Algo satisfecho
18,Masculino,Ciencias Económicas y Empresariales,B,2000,4,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,4:30:00,"Precio, Oferta, Rendimiento",Algo Influenciado,Windows,Neutral
18,Masculino,Ciencias Sociales,B,2900,5,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,4:00:00,"Precio, Rendimiento",Neutral,Windows,Neutral
21,Masculino,Ingeniería,E,5600,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",24 GB,3:08:09,Marca,Neutral,Windows,Súper satisfecho
22,Masculino,Ingeniería,E,3500,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:00:00,Recomendación,Neutral,Windows,Algo satisfecho
20,Femenino,Artes,C,5000,4,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",64 GB,5:00:00,"Precio, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Neutral,MacOS,Súper satisfecho
21,Masculino,Ciencias Económicas y Empresariales,C,3000,2,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",12 GB,2:30:00,La más completa del segmento ,Nada influenciado,Windows,Súper satisfecho
18,Masculino,Computación,D,2800,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,4:30:00,"Precio, Marca, Portabilidad, Estética",Algo Influenciado,Windows,Algo satisfecho
20,Femenino,Humanidades o Letras,A,6600,1,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",32 GB,11:20:00,Rendimiento,Neutral,MacOS,Súper satisfecho
18,Masculino,Ingeniería,A,4300.9,2,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,7:30:00,"Precio, Marca, Rendimiento",Neutral,Windows,Súper satisfecho
28,Masculino,Ingeniería,C,3500,1,Dell,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:15:38,Rendimiento,Neutral,Windows,Algo satisfecho
18,Femenino,Ciencias Económicas y Empresariales,A,4000,0 (Menos de 1 año),Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",12 GB,8:00:00,"Recomendación, Rendimiento, Portabilidad, Estética",Algo Influenciado,MacOS,Súper satisfecho
19,Masculino,Ingeniería,A,5490,2,Lenovo,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",32 GB,6:30:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Poco influenciado,Windows,Neutral
18,Masculino,Ingeniería,D,3500,1,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,4:00:00,"Precio, Rendimiento",Neutral,Windows,Súper satisfecho
18,Femenino,Derecho y Ciencias Jurídicas,E,2419.9,0 (Menos de 1 año),Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,5:42:00,"Precio, Recomendación, Rendimiento, Portabilidad",Poco influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,A,9200,1,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",32 GB,9:00:00,"Precio, Recomendación, Rendimiento",Neutral,MacOS,Súper satisfecho
18,Masculino,Ingeniería,C,3000,0 (Menos de 1 año),HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,10:09:00,"Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
18,Masculino,Ingeniería,C,3799.9,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,10:50:40,"Precio, Oferta, Marca, Estética",Nada influenciado,Windows,Súper satisfecho
20,Femenino,Ciencias Económicas y Empresariales,B,2000,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:00:00,"Precio, Recomendación",Nada influenciado,Windows,Súper satisfecho
17,Femenino,Ciencias Económicas y Empresariales,C,2399,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:40:00,"Precio, Oferta, Recomendación",Poco influenciado,Windows,Súper satisfecho
21,Femenino,Humanidades o Letras,C,1899,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:15:00,"Precio, Recomendación, Portabilidad",Neutral,Windows,Algo satisfecho
22,Masculino,Humanidades o Letras,D,1599,4,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",4 GB,3:40:00,"Precio, Oferta",Nada influenciado,Windows,Neutral
18,Masculino,Ingeniería,A,4899.9,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",Sin ninguna modificación 16GB,11:41:09,Recomendación,Muy influenciado,Windows,Algo satisfecho
21,Masculino,Computación,C,2500,5,Huaweii,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,4:00:00,Oferta,Muy influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,C,3279,3,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:00:00,"Precio, Rendimiento, Estética",Muy influenciado,Windows,Súper satisfecho
18,Femenino,Computación,B,2400,3,Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",8 GB,12:30:00,"Precio, Oferta",Neutral,Windows,Poco satisfecho
19,Masculino,Ingeniería,A,3000,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,3:00:00,"Oferta, Rendimiento",Nada influenciado,Windows,Algo satisfecho
22,Masculino,Ciencias de la Salud,E,1500,3,Huaweii,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,3:00:00,"Precio, Rendimiento, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
27,Masculino,Ingeniería,D,5500,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,3:00:00,"Precio, Rendimiento",Poco influenciado,Windows,Algo satisfecho
19,Masculino,Ciencias de la Salud,E,2849.9,2,Toshiba,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,2:00:00,Oferta,Algo Influenciado,Windows,Súper satisfecho
18,Femenino,Ciencias de la Salud,D,2160,0 (Menos de 1 año),Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,8:49:00,"Recomendación, Portabilidad",Neutral,Windows,Súper satisfecho
21,Femenino,Ciencias Económicas y Empresariales,E,2500,3,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,10:00:00,"Precio, Marca, Recomendación",Poco influenciado,Windows,Algo satisfecho
18,Masculino,Computación,A,2500.01,5,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,4:30:00,"Precio, Rendimiento, Estética",Neutral,Linux,Neutral
18,Femenino,Ingeniería,C,2359.9,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,5:19:00,"Recomendación, Rendimiento",Neutral,Windows,Algo satisfecho
23,Masculino,Artes,E,3000,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,8:30:00,"Precio, Oferta, Portabilidad",Neutral,Windows,Algo satisfecho
19,Masculino,Ciencias de la Salud,E,3000,2,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,5:30:00,Recomendación,Neutral,Windows,Súper satisfecho
22,Femenino,Ingeniería,B,2000,6,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:00:00,"Precio, Recomendación",Poco influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,E,2350,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,12:35:12,"Precio, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
23,Masculino,Ingeniería,E,3300,4,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:43:21,"Marca, Recomendación",Neutral,Windows,Algo satisfecho
33,Masculino,Ingeniería,D,3800,0 (Menos de 1 año),Lenovo,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",24,6:00:00,"Precio, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,C,2200.9,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:00:00,"Precio, Marca, Rendimiento",Poco influenciado,Windows,Súper satisfecho
25,Masculino,Arquitectura,E,1200,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,0:10:00,"Precio, Oferta, Marca, Rendimiento",Neutral,Windows,Algo satisfecho
19,Masculino,Ciencias de la Salud,D,2300,3,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,5:30:10,"Precio, Rendimiento, Estética",Algo Influenciado,Windows,Súper satisfecho
17,Masculino,Ingeniería,C,3600,1,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,3:00:00,"Precio, Portabilidad",Neutral,MacOS,Súper satisfecho
20,Femenino,Artes,A,3600,2,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,5:00:00,"Marca, Rendimiento, Portabilidad, Estética",Poco influenciado,MacOS,Súper satisfecho
